0.0,0.145,0.01,0.0,0.007,0.402,0.0,0.007,0.001,0.104,0.031,0.145,0.026,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.001,0.0,0.0,0.0,0.003,0.015,0.0,0.014,0.017,0.0,0.003,0.002,0.001,0.004,0.0,0.0,0.0,0.0,0.002,0.0,0.001,0.001,0.007,0.009,0.005,0.007,0.0,0.0,0.0
0.225,0.0,0.011,0.0,0.005,0.21,0.0,0.01,0.002,0.14,0.043,0.177,0.037,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.0,0.0,0.002,0.0,0.0,0.0,0.005,0.01,0.0,0.01,0.011,0.0,0.004,0.003,0.002,0.006,0.0,0.0,0.0,0.0,0.002,0.0,0.002,0.002,0.009,0.012,0.006,0.008,0.0,0.0,0.0
0.098,0.055,0.0,0.0,0.001,0.073,0.0,0.017,0.002,0.245,0.087,0.263,0.073,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.013,0.0,0.012,0.015,0.0,0.002,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.001,0.003,0.007,0.002,0.002,0.0,0.001,0.0
0.128,0.075,0.023,0.0,0.036,0.081,0.004,0.023,0.014,0.123,0.042,0.138,0.036,0.001,0.013,0.002,0.003,0.001,0.001,0.001,0.001,0.0,0.001,0.0,0.0,0.032,0.007,0.002,0.005,0.002,0.001,0.001,0.009,0.011,0.001,0.01,0.012,0.002,0.008,0.008,0.005,0.011,0.001,0.0,0.005,0.005,0.013,0.002,0.009,0.009,0.02,0.022,0.013,0.014,0.001,0.007,0.005
0.198,0.067,0.015,0.0,0.0,0.107,0.0,0.013,0.002,0.136,0.015,0.204,0.013,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.067,0.0,0.056,0.074,0.0,0.001,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.002,0.002,0.004,0.005,0.002,0.001,0.0,0.001,0.0
0.429,0.171,0.008,0.0,0.005,0.0,0.0,0.007,0.001,0.101,0.029,0.137,0.025,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.001,0.0,0.0,0.0,0.003,0.006,0.0,0.005,0.006,0.0,0.003,0.002,0.001,0.003,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.001,0.006,0.008,0.004,0.006,0.0,0.0,0.0
0.005,0.002,0.0,0.0,0.0,0.002,0.0,0.012,0.003,0.163,0.261,0.135,0.377,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.002,0.0,0.001,0.0,0.0,0.0,0.004,0.001,0.0,0.0,0.001,0.0,0.004,0.003,0.001,0.001,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.001,0.004,0.004,0.001,0.0,0.0,0.0,0.0
0.012,0.011,0.001,0.0,0.0,0.011,0.0,0.0,0.004,0.57,0.048,0.293,0.031,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0
0.007,0.006,0.001,0.0,0.0,0.007,0.0,0.053,0.0,0.41,0.186,0.189,0.111,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.001,0.0,0.0,0.0,0.002,0.001,0.0,0.0,0.001,0.0,0.002,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.002,0.002,0.002,0.0,0.0,0.0,0.0
0.016,0.015,0.002,0.0,0.0,0.016,0.0,0.057,0.004,0.0,0.049,0.784,0.034,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.0,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.0,0.0,0.0,0.0
